#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
####Muslim to Ormazdic stuff;;;;;;;;;;;;;x
###Hajj;;;;;;;;;;;;;x
go_on_hajj;Go on pilgrimage to Martek;Partir en pèlerinage à La Mecque;Geht auf Hadsch nach Mekka ;;Ir al Hajj a La Meca;;;;;;;;;x
EVTOPTA91206;It is my right.;Et alors ? C'est mon droit.;Das ist mein Recht.;;Estoy en mi derecho.;;;;;;;;;x
EVTDESC91207;The truly enlightened ruler must conserve all energy for the act of ruling itself. It is for this reason that you have expanded your staff of servants tenfold. Tedious activities such as walking, bringing food to your mouth or the wiping of your regal behind are a thing of the past for you.;Un dirigeant éclairé doit consacrer toute son énergie à gouverner. C'est pour cette raison que vous avez décuplé votre équipe de serviteurs. Des activités fastidieuses telles que marcher, porter de la nourriture à votre bouche ou essuyez votre royal postérieur sont désormais de l'histoire ancienne, pour vous.;Der aufrichtig aufgeklärte Herrscher must die gesamte Energie für das Herrschen ansich aufgespart werden. Genau aus diesem Grund habt Ihr Euren Mitarbeiterstab verzehnfacht. Langweilige Aktivitäten, wie gehen, Essen zu Eurem Mund führen oder das Abstauben von dem Regal hinter Euch, sind für EUch Dinge aus Eurer Vergangenheit.;;Un gobernador realmente iluminado debe conservar toda su energía para dedicarse a gobernar. Por esta razón, has multiplicado tu número de sirvientes por diez. Las actividades tediosas, como caminar, llevarte la comida a la boca o limpiarte tu trasero real, son para ti algo del pasado.;;;;;;;;;x
EVTOPTA91207;Ah, yes...;Ah, oui...;Ah, ja...;;Ah, sí...;;;;;;;;;x
EVTDESC91208;More and more of your waking hours are being spent comparing your worldly possessions with those of other rulers. For someone of your same station to have a more lavish palace or prettier garments is simply unacceptable.;De plus en plus souvent, lors de vos promenades, vous comparez vos possessions mondiales avec celles des autres dirigeants. Pour une personne de même rang que le vôtre, posséder un palais plus majestueux ou des vêtements plus jolis serait tout simplement inacceptable.;Ihr verbringt mehr und mehr Zeit Eures Wachzustands damit, Eure weltlichen Besitztümer mit denen anderer Herrscher zu vergleichen. Für jemand mit deinem Status ist es einfach nicht akzeptabel, einen verschwenderischeren Palast oder schönere Gewänden zu besitzen.;;Cada vez pasas más horas del día comparando tus posesiones terrenales con las de otros gobernantes. Que alguien de tu mismo nivel tenga un palacio más suntuoso o atuendos más bellos es sencillamente inaceptable.;;;;;;;;;x
EVTOPTA91208;I deserve only the very best.;Je mérite ce qu'il y a de mieux.;Ich verdiene nur das Allerbeste.;;Solo merezco lo mejor.;;;;;;;;;x
EVTDESC91209;Your foul temper is frequently discussed in hushed voices among your palace staff. Furniture, silverware, mirrors - everything is fair game when your mood turns bad and you feel the need to break or throw something. If your palace was ever looted, would anyone be able to tell the difference?;Votre odieux caractère est un sujet récurrent, chez vos serviteurs. Meubles, argenterie et miroirs sont tout autant de cibles idéales lorsque vous avez besoin de soulager votre colère. Si votre palais était un jour mis à sac, personne ne verrait la différence...;Euer garstiges Gemüt wird häufig hinter vorgehaltener Hand unter Eurem Palastpersonal diskutiert. Mobiliar, Tafelsilber, Spiegel - alles ist Freiwild, wenn Eure Laune umschlägt und Ihr das Verlangen verspürt, etwas zerbrechen zu müssen oder etwas zu werfen. Wenn Euer Palast jemals ausgeraubt werden würde, wer könnte da den Unterschied erkennen? ;;El personal de tu palacio murmura sobre tu carácter alocado. Muebles, platería, espejos, cualquier cosa sirve cuando te cambia el humor y sientes la necesidad de romper o arrojar algo. Si tu palacio fuera alguna vez saqueado, ¿quién podría notar la diferencia?;;;;;;;;;x
EVTOPTA91209;It can all be replaced.;Les objets, ça se remplace.;Es kann alles ersetzt werden.;;Todo puede sustituirse.;;;;;;;;;x
EVTDESC91210;You order the construction of a massive bronze statue over the main entrance of [Root.Location.GetName] depicting yourself holding a raised sword, challenging the very heavens to strike you down if they dare. This generous gift to the people will help them remember your splendor and brilliance.;Vous donnez l'ordre de construire une gigantesque statue en bronze au-dessus de l'entrée principale de [Root.Location.GetName], vous représentant brandissant un glaive et défiant les dieux de vous abattre. Ce don généreux à vos sujets les aidera à se souvenir de votre splendeur.;Ihr ordnet den Bau einer Bronzestatue über dem Haupteingang von [Root.Location.GetName] an, ein Abbild von Euch mit gezücktem Schwert, sogar den Himmel herausfordernd, dass man Euch niederstrecken soll, wenn man es wagen sollte. Dieses großzügige Geschenk an die Menschen wird ihnen helfen, Eure Herrlichkeit und Euren Scharfsinn immer in Erinnerung zu behalten.;;Ordenas construir una enorme estatua de bronce en la entrada principal de [Root.Location.GetName], en la que apareces tú con una espada en alto, desafiando a los mismos cielos a enfrentarse a ti si se atreven. Este generoso regalo al pueblo les recordará tu esplendor y brillantez.;;;;;;;;;x
EVTOPTA91210;They should be thankful I am their ruler.;Le peuple devrait s'estimer heureux d'avoir un dirigeant tel que moi.;Sie sollten dankbar sein, ich bin ihr Herrscher. ;;Deberían estar agradecidos de que yo les gobierne.;;;;;;;;;x
EVTDESC91211;Your deceitfulness and guile sometimes serve you well, but it has also earned you a reputation among your subjects as someone who is not to be trusted. They simply do not see you as a man of honor.;Votre fausseté et votre fourberie vous sont parfois très utiles, mais elles vous ont également valu chez vos sujets la réputation d'un homme en qui on ne peut pas avoir confiance. À leurs yeux, vous n'êtes pas un homme d'honneur.;Eure Arglist und Tücke kommt Euch manchmal zu Gute, doch es hat Euch auch einen Ruf unter Euren Untertanen eingebracht als jemand, dem man nicht vertrauen kann. Sie sehen Euch einfach nicht als einen Mann der Ehre. ;;Tu astucia y capacidad de engaño a veces te vienen bien, pero te han creado una reputación como persona de no fiar entre tus súbditos, que no acaban de verte como un hombre de honor.;;;;;;;;;x
EVTOPTA91211;Honour is a weakness I cannot afford.;L'honneur est une faiblesse que je ne peux me permettre.;Ehre ist Schwäche, die ich mir nicht leisten kann.;;El honor es una debilidad que no puedo permitirme.;;;;;;;;;x
EVTDESC91212;While there are some rulers who take an active role in military affairs, the safety of the palace life is far more appealing to you. Why, if you ventured beyond the palace gates, something could hurt you!;Alors que certains dirigeants jouent un rôle actif dans les affaires militaires, la sécurité de la vie au palais semble mieux vous correspondre. Et oui, en vous aventurant au-delà des portes du palais, quelque chose pourrait vous arriver !;Während einige Herrscher eine aktive Rolle in den militärischen Angelegenheiten einnehmen, hat das sichere Palastleben einen größeren Anreiz für Euch. Warum, wenn Ihr Euch vor die Palasttore wagen würdet, könntet Ihr verletzt werden! ;;Aunque algunos gobernantes participan de forma activa en los asuntos militares, la seguridad de la vida palaciega te resulta mucho más atractiva. Porque, si te aventuraras más allá de las puertas de palacio, ¡alguien podría herirte!;;;;;;;;;x
EVTOPTA91212;Guards, I don't like the way that child looked at me...;Gardes, je n'aime pas la façon dont cet enfant me regarde...;Wachen, ich mag nicht, wie das Kind mich anschaut...;;Guardias, no me gusta la forma en que me ha mirado ese niño...;;;;;;;;;x
EVTDESC91213;While there are always those who moan and mutter about the need to continually better oneself and strive for improvement, you are quite content with the way things are now. The land is yours to rule, you have a beautiful palace and the sun still shines warmly.;À l'inverse des éternels mécontents qui insistent sur la nécessité de sans cesse chercher à s'améliorer et à progresser, vous êtes satisfait de votre situation générale. Vous régnez sur un pays, vous occupez un superbe palais et le soleil brille.;Während es immer welche gibt, die darüber jammern und murren, dass sie sich immer bessern müssen und nach Verbesserung trachten, seid Ihr sehr zufrieden mit den Dingen, wie sie jetzt sind. Das Land wird von Euch regiert, Ihr habt einen wunderschönen Palast und die Sonne scheint warm. ;;Aunque siempre hay quien protesta y refunfuña sobre la necesidad de mejorar continuamente y de esforzarse en progresar, tú estás bastante satisfecho con el estado actual de las cosas. La tierra es toda tuya para gobernar, tienes un bello palacio y el sol aún calienta.;;;;;;;;;x
EVTOPTA91213;There is not a single thing I would change.;Pour rien au monde je ne changerais quoi que ce soit à ma situation.;Es gibt nicht eine Sache, die ich ändern würde. ;;No cambiaría ni una coma.;;;;;;;;;x
EVTDESC91214;Justice and the rule of law do not interest you, unless they happen to coincide with your own sense of how things should be. Many of your subjects are grumbling about how you seem to hold yourself above the laws they have to observe.;La justice et le respect des lois ne vous intéressent pas, sauf si cela coïncide avec vos idées. Bon nombre de vos sujets n'apprécient guère la façon que vous avez de vous placer au-dessus des lois que eux doivent respecter à la lettre.;Gerechtigkeit und die Regeln der Gesetze interessieren Euch nicht, außer sie überschneiden sich mit Eurem eigenen Empfinden, wie Dinge zu sein haben. Viele Eurer Untertanen murren darüber, wie Ihr euch selbst über die Gesetze stellt, die sie einzuhalten haben. ;;La justicia y el cumplimiento de la ley no te interesan, excepto si coinciden con tu propia creencia sobre cómo deben ser las cosas. Muchos de tus súbditos protestan cuando te ven saltarte leyes que ellos deben acatar obligatoriamente.;;;;;;;;;x
EVTOPTA91214;I AM the law.;La loi, c'est moi.;Ich BIN das Gesetz.;;Yo SOY la ley.;;;;;;;;;x
EVTDESC91215;Your cynical view of all religious matters has resulted in you only observing those elements of the Scriptures of the Prophets you find convenient and ignoring the rest. Some of your subjects are muttering about this lack of piousness on your part.;Votre opinion cynique concernant les affaires religieuses vous a conduit à ne respecter que les aspects qui vous intéressent de la foi musulmane et à ignorer les autres. Certains de vos sujets déplorent votre manque de piété.;Eure zynische Sichtweise auf religiöse Angelegenheiten resultierte darin, dass Ihr nur die Elemente des moslemischen Glaubens einhaltet, die für Euch bequem sind, den Rest ignoriert Ihr. Einige Eurer Untertanen murren über diese fehlende Gottesfürchtigkeit Eurerseits.;;Tu mirada crítica sobre todos los temas religiosos ha desembocado en que solo acates los elementos de la fe musulmana que crees convenientes y que ignores el resto. Algunos de tus súbditos murmuran sobre esta falta de piedad por tu parte.;;;;;;;;;x
EVTOPTA91215;Oh, let them mutter.;Laissez-les parler.;Ach, lass sie murren.;;Oh, déjalos que hablen.;;;;;;;;;x
EVTDESC91216;You suspect everyone around you of treachery, to the point where your servants and staff are terrified of even breathing in your presence. The size and influence of your palace guard has increased tenfold as everything, good or bad, has to pass through them before reaching you.;Vous suspectez tout le monde de traîtrise, au point que vos serviteurs et vos proches collaborateurs sont terrifiés à la simple idée de respirer en votre présence. La garde du palais a vu son effectif et son autorité décupler. Les gardes servent à présent d'intermédiaires obligatoires entre vous et le reste du monde.;Ihr verdächtige alle um Euch herum des Verrats bis zu dem Punkt, dass Eure Bediensteten und Mitarbeiter Angst davor hatten, in Eurer Anwesenheit überhaupt auch nur zu atmen. Die Größe und der Einfluss Eurer Palastwache hat sich verzehnfacht, da alles, ob gut oder schlecht, durch sie hindurch müssen, um zu Euch zu kommen. ;;Sospechas que todos los que te rodean te traicionan, hasta el punto de que tus sirvientes y empleados temen incluso respirar en tu presencia. El tamaño y la influencia de la guardia de tu palacio se han multiplicado por diez, dado que cualquier cosa, buena o mala, tiene que pasar por ellos antes de llegar a ti.;;;;;;;;;x
EVTOPTA91216;They will not catch me unawares.;Ceux qui veulent ma peau peuvent toujours courir !;We werden mich nicht unwissend vorfinden. ;;No me pillarán desprevenido.;;;;;;;;;x
EVTDESC91217;You take great pleasure in inflicting cruel punishments on your servants and subjects. If there is no reason to punish them, you find it easy enough to invent one.;Vous prenez un malin plaisir à infliger des châtiments cruels à vos sujets et vos serviteurs. Et même s'ils n'ont rien fait de mal, vous trouvez facilement un prétexte pour les punir.;Ihr findet Gefallen daran, Euren Bediensteten und Untertanen grausame Bestrafungen aufzuerlegen. Wenn es keinen Grund gibt, sie zu bestrafen, fällt es Euch leicht, etwas zu erfinden.;;Infligir castigos crueles a tus sirvientes y súbditos te produce gran placer. Cuando no hay razón para castigarlos, inventar una te resulta de lo más sencillo.;;;;;;;;;x
EVTOPTA91217;I will teach you not to blink so much in my presence...;Je vais vous apprendre à cligner autant des yeux en ma présence !;Ich werde Euch beibringen, in meiner Anwesenheit nicht einmal zu blinzeln... ;;Os enseñaré a no parpadear tanto en mi presencia...;;;;;;;;;x
EVTDESC91218;You always seem to be thinking several steps ahead of the people near you. There are few people alive who can match your mental prowess, and when your intellect is focused on a single problem, people know a solution will be found.;Vous semblez avoir toujours une réflexion plus poussée que vos collaborateurs. Rares sont les personnes capables de telles prouesses mentales, et quand vous vous concentrez sur un problème particulier, une solution finit toujours par être trouvée.;Ihr scheint immer einige Schritte im Voraus zu planen, als die Leute um Euch herum. Es gibt wenig Leute, die Eure mentale Leistungsfähigkeit gleichkommen, und wenn Eure Intelligenz auf ein einzelnes Problem fokussiert ist wissen die Leute, dass eine Lösung gefunden wird. ;;Tu pensamiento parece ir siempre varios pasos por delante del de quienes te rodean. Pocas personas pueden equipararse a tu agudeza mental y, cuando tu intelecto se concentra en un problema, todos saben que hallarás una solución.;;;;;;;;;x
EVTOPTA91218;Ormazd does not play dice.;[Root.Religion.GetHighGodName] (qu'Il soit exalté) ne joue pas aux dés.;[Root.Religion.GetHighGodName] (verherrlicht sei Er) würfelt nicht. ;;Alá (glorificado y exaltado sea) no juega a los dados.;;;;;;;;;x
EVTDESC91219;Your decision to put aside your carnal desires and lead a life of celibacy is applauded by the people, either because they admire your sacrifice or because they are relieved you are less likely to procreate.;La décision de mettre un terme aux plaisirs de la chair et de mener une vie de célibat est applaudie par le peuple, soit parce qu'ils admirent votre sens du sacrifice, soit parce qu'ils sont soulagés de ne plus vous voir procréer à gogo.;Eure Entscheidung, Eure fleischlichen Gelüste zur Seite zu schieben und ein zölibatäres Leben zu führen, wird von den Meschen gutgeheißen, entweder weil sie bewundern, welches Opfer Ihr bringt oder weil sie erleichtert sind, dass es weniger wahrscheinlich ist, dass Ihr Euch fortpflanzt. ;;La gente aplaude tu decisión de alejarte del deseo carnal y llevar una vida de celibato, bien porque admiran tu sacrificio o bien porque les provoca una sensación de alivio que tus probabilidades de reproducción disminuyan. ;;;;;;;;;x
EVTOPTA91219;I did it for you!;C'est pour vous que je le fais !;Ich habe es für Euch getan!;;¡Lo he hecho por vosotros!;;;;;;;;;x
EVTDESC91220;As a dedicated jurist of Ormazd, you have gained many valuable insights from all the tomes you have studied. From the Scriptures of the Prophets to ancient treatises on farming techniques and history, there is great wisdom to be found in all.;En tant qu'érudit dévoué, vos nombreuses lectures vous ont apporté de grandes connaissances. Du Coran aux anciens traités d'agriculture en passant par l'histoire, vous savez puiser la sagesse dans tous les ouvrages.;Als engagierter Gelehrter habt Ihr viele wertvolle Einsichten durch all die Folianten gewonnen, die Ihr gelesen habt. Vom Koran bis hin zu antiken Abhandlungen über Farmtechniken und Geschichte, in allem kann große Weisheit gefunden werden.;;Como erudito aplicado que eres, has extraído muchas ideas valiosas de los tomos estudiados. Desde el Corán hasta los tratados antiguos sobre técnicas de cultivo e historia, todos albergan una gran sabiduría. ;;;;;;;;;x
EVTOPTA91220;There is so much to learn.;Il y a tant à apprendre.;Es gibt so viel zu lernen. ;;Hay tanto que aprender.;;;;;;;;;x
EVTDESC91221;Your chaste and virtuous lifestyle is held as an example even far beyond the borders of those lands belonging to you. If only all men lived thus.;Votre style de vie chaste et vertueux est un exemple qui s'étend au-delà des frontières de votre territoire. Si seulement tous les hommes vivaient de la même façon.;Euer keuscher und züchtiger Lebenswandel wird als Beispiel gehalten, sogar weit über die Grenzen Eures Landes hinaus. Wenn doch nur alle Männer so leben würden. ;;Tu estilo de vida casto y virtuoso se muestra como ejemplo incluso más allá de las fronteras de tus tierras. Ojalá todos los hombres vivieran de este modo.;;;;;;;;;x
EVTOPTA91221;The world would be a better place.;Le monde serait un endroit meilleur.;Die Welt wäre ein besserer Ort.;;El mundo sería un lugar mejor.;;;;;;;;;x
EVTDESC91222;Where other rulers often abuse their positions and give in to excess, you have always valued moderation in all things. This quality is admired by the people you rule.;Là où les autres dirigeants abusent de leur pouvoir et font des excès, vous prêchez la modération. Votre peuple ne peut être qu'admiratif devant cette grande qualité.;Da wo andere  Herrscher oft ihre Position ausnutzen und an Exzessen teilnehmen, habt Ihr in allen Bereichen immer maßgehalten. Diese Qualität wird von den Menschen, die Ihr regiert, bewundert.;;Mientras otros gobernantes suelen abusar de su posición y se dejan llevar por los excesos, tú siempre has valorado la moderación en todas las cosas. Aquellos a quienes gobiernas admiran esta cualidad.;;;;;;;;;x
EVTOPTA91222;Indulgence leads to weakness.;La complaisance mène à la faiblesse.;Genuss führt zu Schwäche. ;;La indulgencia conduce a la debilidad.;;;;;;;;;x
EVTDESC91223;You are always ready to give to those less fortunate than yourself, and when a rockslide destroyed the homes of several poor families in [Root.Location.GetName], you offered them temporary lodgings in your palace.;Vous êtes toujours prêt à donner aux plus pauvres, et quand un glissement de terrain provoque la destruction de plusieurs habitations à [Root.Location.GetName], vous décidez d'héberger les familles dans votre palais de façon temporaire.;Ihr seid immer bereit, den weniger Glücklichen zu geben, und als ein Bergsturz die Häuser vieler armer Familien in [Root.Location.GetName] zerstörte, habt Ihr sie zeitweise in Euren Palast eingeladen.;;Siempre estás listo para dar a los desafortunados. Cuando un desprendimiento de rocas destruyó los hogares de varias familias pobres en [Root.Location.GetName], les ofreciste alojamiento en palacio de forma temporal.;;;;;;;;;x
EVTOPTA91223;Every day the sun rises, charity is due on every joint of a person.;Chaque nouvelle journée doit être synonyme de charité envers les autres.;Jeden Tag geht die Sonne auf, Wohltätigkeit ist für jede Person fällig. ;;Cada vez que sale el sol, nos exige tener caridad con los demás.;;;;;;;;;x
EVTDESC91224;Your tireless and diligent work as their ruler has not gone unnoticed by your people. Some have dubbed you 'He Who Appears Everywhere' and claim you possess supernatural powers to exist in more than one place at once.;Votre peuple a remarqué les efforts et le zèle dont vous faites preuve pour gouverner le territoire. Certaines personnes vous ont surnommé 'l'Omniprésent' et prétendent que vous avez des pouvoirs surnaturels vous permettant d'être à plusieurs endroits à la fois.;Eure unermüdliche und gewissenhafte Arbeit als ihr Herrscher ist von Euren Untertanen nicht unbemerkt geblieben. Manche nennen Euch "Er, der überall erscheintund behaupten, dass Ihr übersinnliche Kräfte besitzt, sodass Ihr zeitgleich an mehr als einem Ort sein könnt.;;Tu trabajo incansable y diligente como gobernante no ha pasado desapercibido a tu pueblo. Algunos te han apodado 'El que aparece en todo lugar' y afirman que posees poderes sobrenaturales para estar presente en más de un sitio a la vez.;;;;;;;;;x
EVTOPTA91224;I have never been afraid of a little hard work.;Le travail ne m'a jamais fait peur.;Ich habe mich noch nie vor ein wenig harter Arbeit gefürchtet. ;;Nunca he temido un poco de trabajo duro.;;;;;;;;;x
EVTDESC91225;You have become renowned for your kind rule, and your people love you for it. There are those who would call you soft, but even they are impressed by the devotion your subjects show you.;Vous êtes un dirigeant compréhensif et le peuple vous apprécie pour ça. Et même si certains vous trouvent un peu trop souple, ils n'en sont pas moins impressionnés par l'attachement que vous portent vos sujets.;Ihr werdet als gütiger Herrscher angesehen und Eure Untertanen lieben Euch dafür. Es gibt welche, die Euch als weich bezeichnen würden, doch selbst diese sind von der Hingabe beeindruckt, die Euch Eure Untertanen entgegenbringen. ;;Te has hecho famoso por tu buen mandato y tu pueblo te ama por ello. Algunos te llamarían blando, pero incluso ellos están impresionados por la devoción que demuestran tus súbditos.;;;;;;;;;x
EVTOPTA91225;The carrot, not the stick.;La carotte est plus efficace que le bâton !;Zuckerbrot und Peitsche.;;Hay que dar la zanahoria, no el palo.;;;;;;;;;x
EVTDESC91226;Your ability to plan for the long-term and see the big picture has served you well as a ruler. Future generations will thank you for the work you do today!;Vos aptitudes à voir sur le long terme et à toujours avoir une vue d'ensemble de la situation sont des atouts pour gouverner un territoire. Les générations futures vous remercieront pour le travail que vous accomplissez aujourd'hui !;Eure Fähigkeit, langfristig zu planen und das große Bild zu erkennen, hat Euch als Herrscher gute Dienste geleistet. Zukünftige Generationen werden Euch für die Arbeit danken, die Ihr heute vollbracht habt! ;;Tu habilidad para planificar a largo plazo y ver las cosas de forma global te ha ido bien para gobernar. ¡Las generaciones futuras te agradecerán el trabajo que haces actualmente!;;;;;;;;;x
EVTOPTA91226;Great things come to those who wait.;Tout vient à point à qui sait attendre.;Großartige Dinge kommen zu denen, die warten. ;;Todo llega a quien sabe esperar.;;;;;;;;;x
EVTDESC91227;You always strive to be humble, never forgetting the roots of yourself and your ancestors. There are many lessons from the past that must still be heeded today.;Vous veillez toujours à faire preuve d'humilité, à ne jamais oublier vos racines et vos ancêtres. Il faut toujours tenir compte des leçons du passé.;Ihr strebt immer an, bescheiden zu sein, niemald Eure Wurzeln zu vergessen. Es gibt viele Lehrstunden aus der Vergangenheit, die noch heute beherzigt werden müssen. ;;Te esfuerzas siempre por ser humilde, sin olvidar jamás tus raíces y las de tus antepasados. Hay muchas lecciones del pasado que aún hay que tener en cuenta.;;;;;;;;;x
EVTOPTA91227;I will not forget.;Je n'oublierai jamais.;Ich werde nichts vergessen.;;No olvidaré.;;;;;;;;;x
EVTDESC91228;Your honest nature and tendency to speak what is on your mind has ruffled a few feathers in the past, but it has also earned you great respect. People know that your words ring true.;Votre honnêteté et votre franchise ont pu froisser quelques personnes par le passé mais elles vous ont aussi valu un profond respect. Vos mots sonnent juste aux oreilles de vos sujets.;Eure ehrliche Natur und der Neigung, das zu sagen, was Euch gerade durch den Kopf gehPeople know that your words ring true.;;Tu naturaleza honesta y tu natural tendencia a decir lo que piensas ha irritado a algunos en el pasado, pero también te ha granjeado un gran respeto. El pueblo sabe que tus palabras dicen la verdad.;;;;;;;;;x
EVTOPTA91228;The truth is the truth.;Il n'y a qu'une seule vérité.;Die Warheit ist die Wahrheit.;;La verdad es la verdad.;;;;;;;;;x
EVTDESC91229;Your enemies would accuse you of many things, but not even they would label you a coward. It is well known that you are fearless and always willing to share the dangers faced by your men.;Vos ennemis pourraient vous reprocher de nombreuses choses, mais certainement pas votre lâcheté. Tout le monde sait que vous êtes un homme intrépide, qui ne laisse jamais ses hommes affronter seuls le danger.;Eure Feinde würden Euch viele Dinge vorwerfen, doch nicht einmal sie würden Euch als einen Feigling bezeichnen. Es ist wohl bekannt, dass Ihr furchtlos seid und Ihr immer bereit seid, die Gefahr zu teilen, denen Eure Männer gegenüberstehen.;;Tus enemigos podrían acusarte de muchas cosas, pero ninguno se atrevería a etiquetarte como cobarde. Es bien sabido que no temes a nada y que siempre estás dispuesto a compartir los peligros a los que se enfrentan tus hombres.;;;;;;;;;x
EVTOPTA91229;Never give in to fear.;Il ne faut jamais céder à la peur.;Gib niemals der Angst nach.;;Nunca cedas al miedo.;;;;;;;;;x
EVTDESC91230;You are an ambitious man, always striving to improve and do better. The people know this, and though some of your decisions may be unpopular, they are usually at least seen as progressive.;Vous êtes un homme ambitieux, toujours désireux de vous améliorer. Les gens le savent et même si certaines de vos décisions sont impopulaires, elles ont au moins le mérite d'être progressistes.;Ihr seid ein ambitionierter Mann, der immer bestrebt ist, sich zu verbessern. Die Leute wissen das, und auch wenn einige Eurer Entscheidungen unpopulär sind, werden sie normalerweise zumindest als fortschrittlich angesehen. ;;Eres un hombre ambicioso y te esfuerzas continuamente por mejorar y ser mejor. La gente lo sabe y, aunque algunas de tus decisiones no sean populares, por lo menos se ven como progresivas.;;;;;;;;;x
EVTOPTA91230;Why settle for mediocrity?;Pourquoi se contenter de médiocrité ?;Weshalb sollte man sich mit dem Mittelmäßigen zufrieden geben?;;¿Por qué conformarse con la mediocridad?;;;;;;;;;x
EVTDESC91231;Just and fair in all things, your people rest easy in the knowledge that no matter what, you can always be depended on to observe the rule of law.;Avec un dirigeant juste et impartial tel que vous, le peuple sait qu'il peut compter sur vous pour respecter les lois à la lettre.;Gerecht und fair, Eure Untertanen können sich immer auf dem Wissen ausruhen, dass Ihr, egal wie, immer Eure Gesetze eingehaltet.;;Dado que eres justo y legal en todos los asuntos, tu pueblo descansa con el conocimiento de que, pase lo que pase, tú siempre respetarás la ley.;;;;;;;;;x
EVTOPTA91231;Law should govern.;La loi est la base d'un gouvernement sain.;Das Gesetz sollte herrschen.;;La ley debe regir.;;;;;;;;;x
EVTDESC91232;No one can question your devotion to Ormazd and the teachings of Prophet Al-Quyat. You can always be counted on to put your faith ahead of yourself.;Personne ne pourra jamais remettre en question votre dévouement pour [Root.Religion.GetHighGodName] et votre respect des enseignements du Prophète (que la paix soit avec Lui). La foi aura toujours le dessus.;Niemand kann Eure Hingabe zu [Root.Religion.GetHighGodName] und den Lehren seines Propheten (der Friede sei mit ihm) in Frage stellen. Man kann immer sicher sein, dass Ihr Euren Glauben über Euch stellt. ;;Nadie puede cuestionar tu devoción a Alá y a las enseñanzas de su profeta (la paz sea con él). Siempre antepones la fe a tu persona.;;;;;;;;;x
EVTOPTA91232;There's only the One!;Laa ilaha ill[Root.Religion.GetHighGodName] !;Laa ilaha il[Root.Religion.GetHighGodName]!;;¡Laa ilaha ilalah!;;;;;;;;;x
EVTDESC91233;You have proven your devotion to Ormazd by making war against His enemies. As one of the mujahideen, you are acknowledged to have fought in a Jihad.;Vous avez prouvé votre dévouement envers [Root.Religion.GetHighGodName] (qu'Il soit exalté) en déclarant la guerre aux ennemis de l'Islam. En tant que moudjahid, il est désormais reconnu que vous avez pris part à un jihad par l'épée.;Ihr habt Eure Hingabe für [Root.Religion.GetHighGodName] (möge Er verherrlicht sein) bewiesen, indem in den Krieg gegen die Feinde des Islam zieht. Als einer der Mujahideen, seid Ihr bekannt als jemand, der in einem Jihad gekämpft hat. ;;Has demostrado tu devoción a Alá (glorificado y exaltado sea) al declarar la guerra contra los enemigos del Islam. Ser muyahidín te identifica como luchador en una yihad.;;;;;;;;;x
EVTOPTA91233;The best jihad is the one in which your horse is slain and your blood is spilled.;Le meilleur jihad est celui lors duquel votre cheval est tué et votre sang déversé.;Der beste Jihad ist der, bei dem Euer Pferd getötet wird und Euer Blut spritzt.;;La mejor yihad es aquella en que tu caballo muere y se derrama tu sangre.;;;;;;;;;x
EVTDESC91234;You have completely memorized the Scriptures of the Prophets, an accomplishment that not only shows your devotion to Ormazd, but which has also won you great respect as a ruler.;Vous connaissez le Coran par cœur et cet accomplissement dénote non seulement de votre dévouement envers [Root.Religion.GetHighGodName] (qu'Il soit exalté) mais vous doit aussi un grand respect de la part de votre peuple.;Ihr habt den Koran vollständig auswendig gelernt, eine Leistung, die nicht nur Eure Hingabe zu [Root.Religion.GetHighGodName] beweist (möge Er verherrlicht sein), sondern Euch auch großen Respekt als Herrscher eingebracht hat.;;Has memorizado el Corán por completo, un logro que no solo muestra tu devoción a Alá (glorificado y exaltado sea), sino que también te ha valido un gran respeto como gobernante.;;;;;;;;;x
EVTOPTA91234;It was not easy.;Ça n'a pas été facile !;Es war nicht leicht.;;No fue fácil.;;;;;;;;;x
EVTDESC91235;It is a well known fact that you have completed the Hajj and thus shown your submission and devotion to [Root.Religion.GetHighGodName] (may He be glorified and exalted). Whatever else they may say about you, no one can take this away.;C'est un fait reconnu de tous que vous avez réalisé le Hajj et ainsi montré vote dévouement à [Root.Religion.GetHighGodName] (qu'Il soit exalté). Quels que soient les reproches que peuvent vous faire vos opposants, c'est une chose qu'on ne peut pas vous retirer.;Es ist eine weit verbreitete Tatsache, dass Ihr den Hadsch beendet habt, was Eure Ehrerbietung und Hingabe für [Root.Religion.GetHighGodName] zeigt (möge Er verherrlicht sein). Egal was sie über Euch sagen, niemand kann Euch dies absprechen.;;Es bien sabido que has completado el Hajj y con ello demostrado tu sumisión y devoción a Alá (glorificado y exaltado sea). Digan lo que digan sobre ti, nadie puede negar este hecho.;;;;;;;;;x
EVTOPTA91235;It was my duty.;Je n'ai fait que mon devoir.;Es war meine Aufgabe.;;Era mi deber.;;;;;;;;;x
#Hashashin;;;;;;;;;;;;;x
