#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gov_vampiric_lahmian;Lahmian Sisterhood;;;;;;;;;;;;;x
gov_chaosdwarf_sorcerer;Sorcerous Conclave;;;;;;;;;;;;;x
gov_chaosdwarf_notsorcerer;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_elector_count_default;[Culture.GetGroupName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_elector_count_reikland;Grand Principality of Reikland;;;;;;;;;;;;;x
gov_elector_count_averland;Grand County of Averland;;;;;;;;;;;;;x
gov_elector_count_hochland;Grand Barony of Hochland;;;;;;;;;;;;;x
gov_elector_count_middenland;Grand Duchies of Middenheim and Middenland;;;;;;;;;;;;;x
gov_elector_count_nordland;Grand Barony of Nordland;;;;;;;;;;;;;x
gov_elector_count_ostermark;League of Ostermark;;;;;;;;;;;;;x
gov_elector_count_ostland;Grand Principality of Ostland;;;;;;;;;;;;;x
gov_elector_count_stirland;Grand County of Stirland;;;;;;;;;;;;;x
gov_elector_count_sylvania;County of Sylvania;;;;;;;;;;;;;x
gov_elector_count_talabecland;Grand Duchy of Talabecland;;;;;;;;;;;;;x
gov_elector_count_westerland;Barony of Westerland;;;;;;;;;;;;;x
gov_elector_count_wissenland;Grand County of Wissenland;;;;;;;;;;;;;x
gov_elector_count_imperial_claimant;[PrimaryTitle.GetAdjective] Claimant;;;;;;;;;;;;;x
gov_halfling_mootland;Grand County of the Mootland;;;;;;;;;;;;;x
gov_halfling_default;Halfling [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_imperial_default;The Empire;;;;;;;;;;;;;x
gov_congregation_default;Congregation;;;;;;;;;;;;;x
gov_skaven_default;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_skaven_skryre;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_skaven_eshin;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_skaven_pestilens;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_skaven_moulder;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_skaven_grey_seer;Grey Seer [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_eternal_court_default;Asrai [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_greenskin_orc;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_greenskin_goblin;[Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_lizardmen_default;Lizardman [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_lizardmen_slann;Rule of the Ancients;;;;;;;;;;;;;x
gov_beastman_default;[Culture.GetName] Warherd;;;;;;;;;;;;;x
gov_beastman_herd;[GetOnlyDynastyName] Herd;;;;;;;;;;;;;x
gov_ogre_default;[GetOnlyDynastyName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_ogre_clan;[GetOnlyDynastyName] Clan;;;;;;;;;;;;;x
gov_pirate_count;Pirate [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_pirate;[PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_amazon_default;Amazon [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_miyan_default;Miyan [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_undivided_warband_nomad;Undivided [Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_undivided_warband_tribal;Undivided [Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_undivided_warband_nomad_clan;[GetOnlyDynastyName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_chaos_warband_nomad;[Religion.GetName] [Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_chaos_warband_nomad_clan;[GetOnlyDynastyName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
gov_chaos_warband_tribal;[Religion.GetName] [Culture.GetName] [PrimaryTitle.GetTier];;;;;;;;;;;;;x
